Coords, Spline 1, Spline 2, Spline 3, Spline 4, Spline 5, Spline 6, Spline 7, Spline 8, Spline 9, Spline 10, Spline 11, Spline 12, Spline 13, Spline 14, Spline 15, Spline 16, Spline 17, Spline 18
1.654135e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.940811e-01, 6.787552e-01, 2.716377e-02, 0, 0, 
1.659148e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.641315e-01, 6.985540e-01, 3.731446e-02, 0, 0, 
1.664160e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.357900e-01, 7.151368e-01, 4.907318e-02, 0, 0, 
1.669173e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.090565e-01, 7.285036e-01, 6.243993e-02, 0, 0, 
1.674185e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.839310e-01, 7.386543e-01, 7.741471e-02, 0, 0, 
1.679198e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.604136e-01, 7.455889e-01, 9.399753e-02, 0, 0, 
1.684211e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.385042e-01, 7.493075e-01, 1.121884e-01, 0, 0, 
1.689223e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.182028e-01, 7.498100e-01, 1.319872e-01, 0, 0, 
1.694236e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.950943e-02, 7.470964e-01, 1.533941e-01, 0, 0, 
1.699248e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.242411e-02, 7.411668e-01, 1.764091e-01, 0, 0, 
1.704261e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.694682e-02, 7.320212e-01, 2.010320e-01, 0, 0, 
1.709273e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.307756e-02, 7.196594e-01, 2.272630e-01, 0, 0, 
1.714286e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.081633e-02, 7.040816e-01, 2.551020e-01, 0, 0, 
1.719298e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.016313e-02, 6.852878e-01, 2.845491e-01, 0, 0, 
1.724311e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.111796e-02, 6.632779e-01, 3.156042e-01, 0, 0, 
1.729323e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.368082e-02, 6.380519e-01, 3.482673e-01, 0, 0, 
1.734336e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.851709e-03, 6.096099e-01, 3.825384e-01, 0, 0, 
1.739348e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.630630e-03, 5.779518e-01, 4.184176e-01, 0, 0, 
1.744361e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.017582e-03, 5.430776e-01, 4.559048e-01, 0, 0, 
1.749373e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.256274e-05, 5.049874e-01, 4.950000e-01, 0, 0, 
1.754386e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.655279e-01, 5.338566e-01, 6.155740e-04, 0, 
1.759398e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.276386e-01, 5.695347e-01, 2.826615e-03, 0, 
1.764411e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.913575e-01, 6.019968e-01, 6.645687e-03, 0, 
1.769424e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.566843e-01, 6.312429e-01, 1.207279e-02, 0, 
1.774436e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.236192e-01, 6.572729e-01, 1.910792e-02, 0, 
1.779449e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.921621e-01, 6.800868e-01, 2.775108e-02, 0, 
1.784461e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.623131e-01, 6.996847e-01, 3.800227e-02, 0, 
1.789474e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.340720e-01, 7.160665e-01, 4.986150e-02, 0, 
1.794486e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.074390e-01, 7.292322e-01, 6.332875e-02, 0, 
1.799499e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.824141e-01, 7.391819e-01, 7.840403e-02, 0, 
1.804511e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.589971e-01, 7.459155e-01, 9.508734e-02, 0, 
1.809524e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.371882e-01, 7.494331e-01, 1.133787e-01, 0, 
1.814536e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.169873e-01, 7.497346e-01, 1.332781e-01, 0, 
1.819549e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.839448e-02, 7.468201e-01, 1.547855e-01, 0, 
1.824561e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.140966e-02, 7.406894e-01, 1.779009e-01, 0, 
1.829574e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.603288e-02, 7.313428e-01, 2.026244e-01, 0, 
1.834586e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.226412e-02, 7.187800e-01, 2.289558e-01, 0, 
1.839599e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.010339e-02, 7.030012e-01, 2.568954e-01, 0, 
1.844612e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.955069e-02, 6.840064e-01, 2.864429e-01, 0, 
1.849624e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.060603e-02, 6.617955e-01, 3.175985e-01, 0, 
1.854637e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.326939e-02, 6.363685e-01, 3.503621e-01, 0, 
1.859649e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.540782e-03, 6.077255e-01, 3.847338e-01, 0, 
1.864662e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.420205e-03, 5.758664e-01, 4.207134e-01, 0, 
1.869674e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.076576e-04, 5.407912e-01, 4.583011e-01, 0, 
1.874687e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.140684e-06, 5.025000e-01, 4.974969e-01, 0, 
1.879699e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.631127e-01, 5.354740e-01, 1.413308e-03, 
1.884712e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.253240e-01, 5.686396e-01, 6.036394e-03, 
1.889724e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.891433e-01, 5.969812e-01, 1.387554e-02, 
1.894737e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.545706e-01, 6.204986e-01, 2.493075e-02, 
1.899749e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.216060e-01, 6.391920e-01, 3.920202e-02, 
1.904762e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.902494e-01, 6.530612e-01, 5.668934e-02, 
1.909774e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.605009e-01, 6.621064e-01, 7.739273e-02, 
1.914787e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.323603e-01, 6.663275e-01, 1.013122e-01, 
1.919799e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.058279e-01, 6.657245e-01, 1.284477e-01, 
1.924812e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.809034e-01, 6.602974e-01, 1.587993e-01, 
1.929825e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.575869e-01, 6.500462e-01, 1.923669e-01, 
1.934837e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.358785e-01, 6.349709e-01, 2.291506e-01, 
1.939850e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.157782e-01, 6.150715e-01, 2.691503e-01, 
1.944862e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.728582e-02, 5.903481e-01, 3.123661e-01, 
1.949875e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.040151e-02, 5.608005e-01, 3.587980e-01, 
1.954887e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.512522e-02, 5.264289e-01, 4.084459e-01, 
1.959900e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.145696e-02, 4.872331e-01, 4.613099e-01, 
1.964912e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.939674e-02, 4.432133e-01, 5.173900e-01, 
1.969925e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.894454e-02, 3.943694e-01, 5.766861e-01, 
1.974937e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.010038e-02, 3.407014e-01, 6.391982e-01, 
1.979950e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.286424e-02, 2.822093e-01, 7.049265e-01, 
1.984962e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.236135e-03, 2.188931e-01, 7.738708e-01, 
1.989975e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.216060e-03, 1.507528e-01, 8.460311e-01, 
1.994987e+00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.040151e-04, 7.778846e-02, 9.214075e-01, 
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
